Equipment County,Equipment Borough,Equipment Street No.,Equipment Street Address,Equipment City,Equipment Zip Code,Equip. Unique ID,Intended Use,Manufacturer,Model,Cooling Capacity,Cooling Capacity Unit,Commissioned Date,Inspection Date,Date of Bacteriological Sample Collection,Date of Legionella Sample Collection ,"Last Legionella Sample Result > 1,000 CFU/mL",Location 1
New York,Manhattan,455,1ST.AVE.,NEW YORK,10016,7144,Refrigeration,MARLEY,VXT55CR,55,Tonnage,4/2/87,2/20/17,2/27/17,2/27/17,no,"(40.739174738, -73.976940843)"
Albany,,1400,Washington Avenue,Albany,12203,4861,Air Conditioning,Frick,35G,120,Tonnage,4/3/87,11/18/16,10/3/16,8/30/16,no,"(42.68950813947856, -73.82023621619424)"
New York,Manhattan,224,E 47th Street,New York,10017,10797,Air Conditioning,EVAPCO,LSTA 4-123,62.5,Tonnage,4/22/87,9/1/16,11/16/16,8/30/16,no,"(40.753344630941264, -73.97095069134086)"
Rockland,,334,Route 9W,Palisades,10964,8316,Air Conditioning,BAC,S3000-3653-2,675,Tonnage,4/27/87,8/10/17,7/11/17,8/11/17,no,"(41.018733823729, -73.9218579728609)"
Rockland,,334,Route 9W,Palisades,10964,8317,Air Conditioning,BAC,S3000-3653-2,675,Tonnage,4/27/87,8/10/17,7/11/17,8/10/17,no,"(41.018733823729, -73.9218579728609)"
New York,Manhattan,111,Wall St,New York,10005,3886,Air Conditioning,Marley SPX,8619,1800,Tonnage,5/1/87,6/13/17,6/19/17,6/6/17,no,"(40.70443806, -74.006703226)"
Kings,Brooklyn,731-737,FLUSHING AVENUE,Brooklyn,11206,8953,Air Conditioning,BAC,3547,840000,BTU,5/2/87,8/21/15,9/1/16,9/1/16,no,"(40.70059347307319, -73.94341354467416)"
Kings,Brooklyn,300,Cadman Plaza West,Brooklyn,11201,664,Air Conditioning,Baltimore Air Coil,3260,4125,Tonnage,5/4/87,9/17/16,6/23/16,6/23/16,no,"(40.69503213767306, -73.9910281186266)"
Suffolk,,125,Gleam St,West Babylon,11704,4039,Other,Hamon,HUC-3316,613245,,5/12/87,8/7/17,8/7/17,5/30/17,no,"(40.73233844083134, -73.38572721851548)"
Monroe,,800,Carter Street,Rochester,14621,3292,Air Conditioning,EVAPCO,M/N LSW-29,60,Tonnage,5/21/87,11/15/16,11/15/16,11/14/16,no,"(43.192427194, -77.591084783)"
Nassau,,113,Bloomingdale Rd,Hicksville,11801,8873,Air Conditioning,Halstead & Mitchell,GP20,20,Tonnage,5/24/87,4/8/16,,,no,"(40.74462173894696, -73.50561474366474)"
New York,Manhattan,32,Old Slip,New York,10005,516,Air Conditioning,CT (CT5) 4C & 4D Baltimore Air Coil,1-33294-2,787,Tonnage,6/1/87,8/21/15,8/21/15,8/17/15,no,"(40.703795552, -74.008161398)"
Monroe,,5500,West Henrietta Rd.,West Henrietta,14586,1122,Air Conditioning,Marley Cooling Tower Company,MS2-2420,2900,Tonnage,6/1/87,11/29/16,4/26/17,4/26/17,no,"(43.043768003, -77.660051308)"
Chautauqua,,201,E 4th St,Jamestown,14701,6109,Air Conditioning,EVAPCO,AT863,,BTU,6/1/87,1/18/17,2/22/17,3/23/17,no,"(42.09790103079908, -79.23871646595939)"
Monroe,,77,Sullys Trail,Pittsford,14534,9351,Air Conditioning,Evapco,LSW-20A,47,Tonnage,6/1/87,5/15/16,5/23/16,4/17/17,no,"(43.060971953908286, -77.46798850609001)"
Erie,,2970,Transit Rd,Buffalo,14224,10708,Air Conditioning,BAC,F1662-OR,300,Tonnage,6/1/87,7/27/17,7/27/17,7/27/17,no,"(42.84802746786141, -78.69888586234334)"
Ulster,,285,Wall Street,Kingston,12401,2411,Air Conditioning,Frick,CCC250,250,Tonnage,6/15/87,5/3/17,5/3/17,5/3/17,no,"(41.93320781, -74.019934431)"
New York,Manhattan,37,Broadway,Staten Island,10310,3604,Air Conditioning,Marley,87-2287C,45,Tonnage,6/15/87,8/21/15,8/21/15,8/21/15,no,"(40.64039745, -74.117741198)"
Onondaga,,1045,7th North Street,Liverpool,13088,235,Air Conditioning,Evapco,LSW-58C,160,Tonnage,6/17/87,6/28/17,8/25/17,7/19/17,no,"(43.098604979, -76.188184147)"
Rockland,,97F,N MIDDLETOWN ROAD,PEARL RIVER,10965,1130,Other,MARLEY,454-5.0-01,2000,Tonnage,7/1/87,,,,no,"(41.062625833, -74.012956014)"
Rockland,,97F,N MIDDLETOWN ROAD,PEARL RIVER,10965,1132,Other,MARLEY,454-5.0-01,2000,Tonnage,7/1/87,,,,no,"(41.062625833, -74.012956014)"
Rockland,,97F,N MIDDLETOWN ROAD,PEARL RIVER,10965,1135,Other,MARLEY,454-5.0-01,2000,Tonnage,7/1/87,,,,no,"(41.062625833, -74.012956014)"
Onondaga,,1301,Nottingham Road,Jamesville,13078,3657,Air Conditioning,EVAPCO,LSWA-30B,100,Tonnage,7/1/87,5/10/17,5/10/17,5/10/17,no,"(43.011834695, -76.085140558)"
Erie,,151,Elmview Avenue,Hamburg,14075,9429,Air Conditioning,BAC,F1722JRF,22,Tonnage,7/1/87,6/16/16,6/17/16,5/4/17,no,"(42.73334715624133, -78.84222122705354)"
Oswego,,348,Lake Road,Oswego,13126,2122,Other,Zurn Tower (SPX Corporation),2JBH-TWR1,90903,Tonnage,7/2/87,8/4/17,8/16/17,8/23/17,no,"(43.521512514, -76.407488287)"
Monroe,,180,South Clinton Ave,Rochester,14604,10868,Air Conditioning,Baltimore Air Coil,VXI-180-2B,500,Tonnage,7/16/87,8/17/17,8/17/17,8/17/17,no,"(43.15354878205065, -77.60440998758362)"
Monroe,,180,South Clinton Ave,Rochester,14604,10869,Air Conditioning,Baltimore Air Coil,VXI-180-2B,500,Tonnage,7/16/87,8/17/17,8/17/17,8/17/17,no,"(43.15354878205065, -77.60440998758362)"
New York,Manhattan,111,Wall Street,New York,10005,3878,Air Conditioning,Marley SPX,872CS,3200,Tonnage,8/1/87,6/13/17,6/19/17,6/6/17,no,"(40.70443806, -74.006703226)"
Monroe,,83,Estates Drive West,Fairport,14450,3093,Other,Thermal Care,FC740 (West),240,Tonnage,8/3/87,6/6/17,8/31/17,6/8/17,no,"(43.09267008596598, -77.39643649334155)"
Ontario,,330,Pulteney Street,Geneva,14456,4468,Air Conditioning,Marley,Series 220,140,Tonnage,8/3/87,5/10/17,6/9/17,5/10/17,no,"(42.858616489, -76.984989263)"
New York,Manhattan,425,Lexington Avenue,New York,10017,722,Air Conditioning,Marley,1102786,3000,Tonnage,8/4/87,8/1/15,8/26/15,8/3/15,no,"(40.752379478, -73.975183873)"
Onondaga,,227,Fayette St,Syracuse,13202,7429,Air Conditioning,Baltimore Aircoil Company,VX1-36-2,100,Tonnage,8/6/87,,,,no,"(43.04854343539484, -76.15463359809421)"
Onondaga,,5703,Enterprise Pkwy,East Syracuse,13057,1094,Other,B.A.C,F1743LM,90,Tonnage,9/1/87,7/20/17,7/20/17,7/13/17,no,"(43.055172072, -76.063861858)"
Erie,,151,Elmview Avenue,Hamburg,14075,4234,Air Conditioning,BAC,F1772JRF,22,Tonnage,9/1/87,,,,no,"(42.733338711, -78.842218093)"
New York,Manhattan,1000,10th Avenue,New York,10019,1810,Air Conditioning,Baltimore,90400917,3200,Tonnage,9/1/87,2/11/16,2/11/16,,no,"(40.770078004, -73.987759304)"
Schuyler,,220,Steuben St,Montour Falls,14865,3765,Air Conditioning,Evapco,LSWA-30B,60,Tonnage,9/1/87,4/13/17,4/13/17,4/13/17,no,"(42.352389044, -76.86001294)"
Erie,,6215,Sheridan Dr,Buffalo,14221,4092,Air Conditioning,BAC,VXT-650R,64,Tonnage,9/1/87,4/12/17,7/12/17,7/12/17,no,"(42.977708715, -78.702096462)"
Monroe,,77,Sully's Trail,Pittsford,14534,4244,Air Conditioning,Evapco,LSW-20A,47,Tonnage,9/1/87,,,,no,"(43.060963389, -77.467985784)"
Monroe,,345,Woodcliff Drive,Fairport,14450,4415,Air Conditioning,Evapco,L5W-87A,300,Tonnage,9/1/87,7/20/17,7/20/17,7/20/17,no,"(43.041374165, -77.45793955)"
Monroe,,71,Perinton Parkway,Fairport,14450,4974,Air Conditioning,EVAPCO,LSWA-30B,81,Tonnage,9/1/87,7/11/16,4/26/17,4/26/17,no,"(43.09278572134177, -77.39363573053629)"
Erie,,100,Lawrence Bell Drive,Buffalo,14221,8640,Other,BAC,VFL363LFR,40,Tonnage,9/1/87,4/21/17,4/21/17,4/21/17,no,"(42.95343263577442, -78.72081428251802)"
Onondaga,,5100,Taft Rd,Liverpool,13088,6228,Air Conditioning,Evapco,LSWA-41C,110,Tonnage,9/16/87,10/5/16,8/10/17,6/14/17,no,"(43.121754774553494, -76.16157010296517)"
Onondaga,,5100,Taft Rd,Liverpool,13088,6227,Air Conditioning,Evapco,LSWA-41C,110,Tonnage,9/22/87,10/5/16,8/10/17,6/14/17,no,"(43.121754774553494, -76.16157010296517)"
New York,Manhattan,745,5 Ave,New York,10022,1578,Air Conditioning,Baltimore Air Coil,T-1643RC,460,Tonnage,9/23/87,6/16/17,6/5/17,5/3/17,no,"(40.76327446670832, -73.97352450338576)"
New York,Manhattan,745,5 Ave,New York,10022,1588,Air Conditioning,Baltimore Air Coil,T-1643RC,460,Tonnage,9/23/87,10/13/16,11/9/15,8/24/16,no,"(40.76327446670832, -73.97352450338576)"
New York,Manhattan,745,5 Ave,New York,10022,1590,Air Conditioning,Baltimore Air Coil,T-1643RC,460,Tonnage,9/23/87,6/16/17,6/5/17,5/3/17,no,"(40.76327446670832, -73.97352450338576)"
Westchester,,11-Jul,South Broadway,White Plains,10601,7549,Air Conditioning,Baltimore Aircoil Company,FXT133R,133,Tonnage,10/1/87,4/20/16,4/20/16,4/20/16,no,"(41.033509427, -73.763104984)"
Westchester,,11-Jul,South Broadway,White Plains,10601,7550,Air Conditioning,Baltimore Aircoil Company,FXT133R,133,Tonnage,10/1/87,4/20/16,4/20/16,4/20/16,no,"(41.033509427, -73.763104984)"
Erie,,601,main st,Buffalo,14203,7675,Air Conditioning,evapco,LSWA 58C,146,Tonnage,10/1/87,5/3/15,5/3/17,5/3/17,no,"(42.89020142355646, -78.87261016807477)"
New York,Manhattan,322,East 44th Street,New York,10017,10163,Air Conditioning,Ecapco,LST10-242,500,Tonnage,11/2/87,4/28/17,4/25/17,4/25/17,no,"(40.750834800363414, -73.97072139662253)"
Albany,,30,South Pearl Street,Albany,12207,5883,Air Conditioning,BAC,VXI-360-3,300,Tonnage,11/23/87,,,,no,"(42.648803922, -73.752750547)"
Westchester,,555,Theodore Fremd Avenue,Rye,10580,8615,Air Conditioning,Baltimore Aircoil Company,JK-628-3644-2CR,628,Tonnage,11/24/87,1/20/16,,9/3/15,no,"(40.97087073469602, -73.70512517678733)"
New York,Manhattan,667,Madison avenue,New York,10065,10156,Air Conditioning,Evapco,PMT-363,800,Tonnage,12/1/87,10/31/16,4/28/17,4/28/16,no,"(40.76459446167206, -73.9704935448593)"
Orleans,,257,West Av,Lyndonville,14098,8669,Other,Perma Pipe,FT-400,400,Tonnage,12/15/87,4/13/17,5/9/17,8/17/17,no,"(43.326399282527255, -78.39906885902836)"
Tompkins,,651,Dryden Rd,Ithaca,14850,1209,Other,Baltimore Air Coil,4X59-16-4,4000,Tonnage,12/31/87,4/4/17,6/5/17,4/20/17,no,"(42.442961849, -76.474607985)"
Monroe,,1100,Long Pond Road,Rochester,14626,1901,Air Conditioning,BAC,VXT-185C,70,Tonnage,1/1/88,7/6/17,7/6/17,7/6/17,no,"(43.222611805, -77.695703142)"
Monroe,,301,Exchange Blvd,Rochester,14608,1914,Air Conditioning,BAC,VXT-700M,85,Tonnage,1/1/88,7/7/17,7/7/17,7/7/17,no,"(43.14928138, -77.612008544)"
Niagara,,1,North Transit Road,Lockport,14094,1965,Refrigeration,IMECO,XLP 240,,Tonnage,1/1/88,4/18/17,8/21/17,7/17/17,no,"(43.18391644671071, -78.69745552358846)"
New York,Manhattan,21,Audubon Avenue,New York,10032,2509,Other,"Baltimore Aircoil Company VT0-065-JCP (NYPH-21 Audubon Avenue-serves Basement, G",VT0-065-JCP,65,Tonnage,1/1/88,6/13/17,8/14/17,7/12/17,no,"(40.839451543, -73.938941739)"
Monroe,,120,Corporate Woods,Rochester,14623,2681,Air Conditioning,EVAPCO,LSWA 41C,67,Tonnage,1/1/88,5/22/17,8/11/17,8/18/17,no,"(43.109341265, -77.621152224)"
New York,Manhattan,1250,Morris Park Avenue,Bronx,10461,2900,Other,Evapco Tower LSWA-87B (Ullmann Building - 2 Towers),LSWA-87B,,BTU,1/1/88,11/1/16,10/28/16,9/20/16,no,"(40.851093769, -73.846427287)"
Monroe,,1400,North Goodman Street,Rochster,14609,6127,Other,Baltimore Air Coil (BAC),F16630,162,Tonnage,1/1/88,9/6/17,8/10/17,6/15/17,no,"(43.180445913, -77.573361677)"
Kings,Brooklyn,920,48th Street,Brooklyn,11219,6251,Other,Baltimore Aircoil Company VTL-315-DCL (MMC - CMHC Building),VLT-315-DCL,315,Tonnage,1/1/88,9/14/16,8/15/16,8/15/16,no,"(40.640375593, -73.999678304)"
Westchester,,1,Federal Street,Yonkers,10705,6258,Air Conditioning,MARLEY,UNKNOWN TBD,1000,Tonnage,1/1/88,2/21/17,3/21/17,2/21/17,no,"(40.925564803, -73.904702403)"
Westchester,,1,Federal Street,Yonkers,10705,6261,Other,THERMAL CARE/MAYER,BR-60,80,Tonnage,1/1/88,5/3/17,4/18/17,5/3/17,no,"(40.925564803, -73.904702403)"
New York,Manhattan,401,East 89 street,New York,10128,8742,Air Conditioning,Marley,222-611,,BTU,1/1/88,8/17/15,,,no,"(40.77879972808015, -73.94766520643206)"
Bronx,Bronx,1250,Morris Park Avenue,Bronx,10461,10200,Other,Evapco Towers,LSWA-87B,,BTU,1/1/88,11/1/16,10/28/16,8/24/16,no,"(40.851102057792296, -73.84642869282001)"
New York,Manhattan,55,West 39th Street,New York,10018,10457,Air Conditioning,Marley Aqua Tower,2529,300,Tonnage,1/1/88,4/28/17,4/28/17,4/28/17,no,"(40.7523660056398, -73.98397453005981)"
New York,Manhattan,90,Linden Oaks,Rochester,14625,11247,Air Conditioning,Evapco,LWSA-41C,65,Tonnage,1/1/88,8/14/17,8/14/17,7/10/17,no,"(43.12356429983043, -77.52044533520238)"
New York,Manhattan,388,Greenwich Street,New York,10013,2027,Air Conditioning,Marley,223-952 double flow 220T,2000,Tonnage,1/2/88,5/30/17,6/13/17,6/19/17,no,"(40.720599584, -74.010718187)"
New York,Manhattan,17,State Street,New York,10004,73,Air Conditioning,Baltimore Aircoil Company,VXT-315-WC,315,Tonnage,1/4/88,8/22/17,8/28/17,8/22/17,no,"(40.70289145972277, -74.01415364874852)"
New York,Manhattan,17,State Street,New York,10004,162,Air Conditioning,Baltimore Aircoil Company,VXT-630-WC,630,Tonnage,1/4/88,8/22/17,8/28/17,8/22/17,no,"(40.70289145972277, -74.01415364874852)"
New York,Manhattan,17,State Street,New York,10004,163,Air Conditioning,Baltimore Aircoil Company,VXT-630-WC,630,Tonnage,1/4/88,8/22/17,8/28/17,8/22/17,no,"(40.70289145972277, -74.01415364874852)"
New York,Manhattan,590,5 Ave,New York,10036,352,Air Conditioning,Baltimore Aircoil,VTX315AR,100,Tonnage,1/4/88,8/18/15,7/28/14,,no,"(40.75714753914082, -73.97844707516644)"
Erie,,2040,Military road,Tonawanda,14150,1353,Air Conditioning,BAC,VXT1GR,10,Tonnage,1/5/88,,,,no,"(42.992161807, -78.884330864)"
Suffolk,,300,Broadhollow Road,Melville,11747,10475,Air Conditioning,MARLEY,VXT-470C,900,Tonnage,1/14/88,8/21/17,7/5/17,8/21/17,no,"(40.7840913833456, -73.41857446379692)"
Orleans,,247,West Ave,Lyndonville,14098,8667,Other,Perma Pipe,FT-250,250,Tonnage,1/26/88,2/21/17,2/21/17,7/13/17,no,"(43.32638309253166, -78.39952599460275)"
Onondaga,,225,Greenfield Pkwy,Liverpool,13088,3764,Air Conditioning,Evapco,LSWA-580,150,Tonnage,2/1/88,8/7/17,8/7/17,7/12/17,no,"(43.08244284260465, -76.17439505370666)"
New York,Manhattan,165,West 65th Street,New York,10023,189,Air Conditioning,Marley,222-522,700,Tonnage,2/4/88,7/21/17,7/21/17,7/21/17,no,"(40.774031376, -73.984276549)"
New York,Manhattan,165,West 65th Street,New York,10023,191,Air Conditioning,Marley,222-522,700,Tonnage,2/4/88,7/21/17,7/21/17,7/21/17,no,"(40.774031376, -73.984276549)"
New York,Manhattan,350,West 50 Street,New York,10019,6212,Air Conditioning,Evapco,LSYA-126,,BTU,2/4/88,4/17/17,4/17/17,4/17/17,no,"(40.76294764, -73.987924277)"
New York,Manhattan,666,Third Avenue,New York,10017,60,Air Conditioning,Baltimore Air Coil,3860-MR,,Tonnage,2/8/88,6/25/16,8/24/16,8/10/15,no,"(40.751194558, -73.974360312)"
New York,Manhattan,170,William Street,New York,10038,2491,Other,Baltimore Aircoil Company,S3000-3260-3,,BTU,2/22/88,10/14/16,11/9/16,10/4/16,no,"(40.710750742, -74.005133169)"
New York,Manhattan,246,W 44th st,New York,10036,1207,Air Conditioning,Snyder General Corporation,GPT099B,60,Tonnage,3/1/88,9/1/15,9/1/15,,no,"(40.758115865485415, -73.9880814214787)"
Queens,Queens,84-39,Jamaica Avenue,Woodhaven,11421,10633,Air Conditioning,BAC,DS-FXT-43R,43,Tonnage,3/1/88,1/24/17,12/9/16,5/5/16,yes,"(40.69260688832966, -73.85939820467645)"
New York,Manhattan,6329,State Route 21,Alfred Station,14803,10564,Other,AEC,AEC P50,50,Tonnage,3/16/88,7/5/16,1/27/17,11/10/16,no,"(42.2742291446915, -77.7546959483848)"
Richmond,Staten Island,10,Teleport Dr,Staten Island,10314,298,Air Conditioning,BAC,Not Available,700,Tonnage,3/22/88,6/26/17,9/5/17,6/26/17,no,"(40.60754150516891, -74.1728110963123)"
Monroe,,1,Airport Way,Rochester,14624,3326,Air Conditioning,Evapco,LSW-18C-I,50,Tonnage,4/1/88,7/12/17,8/22/17,7/12/17,no,"(43.129148754, -77.673337385)"
Bronx,Bronx,300,Halleck Street,Bronx,10474,5665,Other,Niagria Blower,A 4415 SL,,BTU,4/1/88,8/17/16,10/26/16,8/17/16,yes,"(40.80762995863855, -73.87963524382381)"
Erie,,5200,chestnut ridge rd,Orchard Park,14127,8901,Air Conditioning,bac,vtl079kcr,125,Tonnage,4/1/88,10/28/16,10/28/16,10/28/16,no,"(42.744134581275645, -78.74976695686615)"
Monroe,,800,Phillips Road,Webster,14580,4245,Air Conditioning,Marley,222-612,1392,Tonnage,4/6/88,6/30/17,8/14/17,8/21/17,no,"(43.223195731, -77.416456562)"
Monroe,,39,State Street,Rochester,14614,5540,Air Conditioning,Baltimore Air Coil,J1209-34,200,Tonnage,4/11/88,5/16/17,7/18/17,9/16/15,no,"(43.156384743, -77.613547093)"
New York,Manhattan,524,East 72nd Street,New York,10021,6742,Air Conditioning,Baltimore Air Cool,VXT-4700R,,BTU,4/15/88,5/22/17,5/2/17,5/3/17,no,"(40.765997968, -73.952149042)"
Monroe,,1205,Scottsville Rd,Rochester,14624,9191,Air Conditioning,Evapco,LSW-A-20C,50,Tonnage,4/28/88,6/6/17,6/6/17,6/9/17,no,"(43.118877946076175, -77.65941991991322)"
St. Lawrence,,10,West Orvis St.,Massena,,6085,Air Conditioning,Marley ,47000,1,Tonnage,5/1/88,,,,no,"(44.93063144, -74.89315964)"
Oneida,,1101,Sherman Drive,Utica,13501,4624,Air Conditioning,Evapco,LSWA-20C,20,Tonnage,5/5/88,4/24/17,5/24/17,5/24/17,no,"(43.076774339493774, -75.21960483360748)"
New York,Manhattan,44-17,Greenpoint Avenue,Sunnyside,11104,10044,Air Conditioning,Baltomore Aircoil,VXT-150CR,150,Tonnage,5/15/88,10/7/16,10/9/16,10/9/16,no,"(40.74181503828812, -73.92012995077688)"
Queens,Queens,25-01,Jackson Ave,Long Island City,11101,2478,Air Conditioning,BAC,3260-5-CS,5000,Tonnage,6/1/88,5/11/17,6/5/17,5/11/17,no,"(40.746655283, -73.943693248)"
Madison,,138,N Court St,Canastota,13032,4800,Air Conditioning,Imeco,EFCC1221,2500,Tonnage,6/1/88,7/27/17,7/27/17,7/27/17,no,"(43.08032166663947, -75.70666936960806)"
Rensselaer,,110,8th Street,Troy,12180,6146,Air Conditioning,Marley,222-621,215,Tonnage,6/1/88,8/30/17,5/31/17,5/24/17,no,"(42.73119676156458, -73.6832015906996)"
Rensselaer,,110,8th Street,Troy,12180,6154,Air Conditioning,Marley,222-621,215,Tonnage,6/1/88,8/30/17,5/31/17,5/24/17,no,"(42.73119676156458, -73.6832015906996)"
Onondaga,,1,General Motors Dr,Syracuse,13206,7804,Other,Marley,222-511,600,Tonnage,6/1/88,,,,no,"(43.0880893978431, -76.11892058129993)"
Chautauqua,,1,N Pratt,Chautauqua,14722,11067,Air Conditioning,EVAPCO,AT4-61,75,Tonnage,6/1/88,6/21/17,7/19/17,7/19/17,no,"(42.20943712995356, -79.46728026042834)"
Erie,,403,Main Street,Buffalo,14203,2473,Air Conditioning,Baltimore Air Coil,T1482-PCR,300,Tonnage,6/10/88,8/22/17,8/22/17,7/26/17,no,"(42.885027165, -78.874342778)"
New York,Manhattan,120,West 45th Street,New York,10036,2275,Air Conditioning,BAC,3000 series,1500,Tonnage,7/1/88,8/17/15,,8/5/15,no,"(40.757131455, -73.983933493)"
Sullivan,,68,Harris Bushville Rd,Monticello,12701,3499,Air Conditioning,BAC,3664-2EMFF,850,Tonnage,7/1/88,5/17/17,5/18/17,6/16/16,no,"(41.7092610412545, -74.73732226263864)"
Suffolk,,2350,Broadhollow Rd,S Farmingdale,11735,9298,Air Conditioning,Halstead & Mitchell,GP 60,125,Tonnage,7/7/88,9/14/15,9/14/15,9/10/15,no,"(40.74889061843893, -73.43139834277083)"
Erie,,54,South Michigan Avenue,Buffalo,14203,5465,Air Conditioning,BAC,VXT N215CR,200,Tonnage,7/11/88,5/1/17,8/14/17,7/18/17,no,"(42.87017695381495, -78.87749449249922)"
Oswego,,607,Phillips Street,Fulton,13069,6831,Refrigeration,Evapco,PMCA-600S,415,Tonnage,7/15/88,,,,no,"(43.317817137, -76.427387431)"
Kings,Brooklyn,691,92nd Street,Brooklyn,,1813,Air Conditioning,SFX Cooling Tech.,Marley 222-711,,BTU,7/22/88,8/28/15,8/28/15,12/24/14,no,"(40.615155388, -74.023845906)"
Monroe,,800,Phillips Road,Webster,14580,4202,Air Conditioning,Marley,222-621,667,Tonnage,7/22/88,6/30/17,8/14/17,8/2/17,no,"(43.223195731, -77.416456562)"
Monroe,,42,South Ave,Rochester,14604,9454,Air Conditioning,EVAPCO,ICT 4-69,110,Tonnage,7/28/88,8/11/17,9/7/17,7/20/17,no,"(43.15588345678709, -77.60825678870553)"
Westchester,,1565,Front Street,Yorktown Heights,10598,5439,Air Conditioning,BAC,T1462-PC,350,Tonnage,8/1/88,5/21/16,8/1/16,6/6/16,no,"(41.264356965, -73.777988534)"
Monroe,,349,W Commercial St,East Rochester,14445,8602,Air Conditioning,BAC,J1209-B33R,125,Tonnage,8/1/88,,,,no,"(43.115951466716055, -77.49237151330928)"
Monroe,,349,W Commercial St,East Rochester,14445,8603,Air Conditioning,BAC,J1209-B33R,150,Tonnage,8/1/88,,,,no,"(43.115951466716055, -77.49237151330928)"
Westchester,,100, Woods Road,Valhalla,10595,5630,Air Conditioning,EVAPCO,USS29-521,1400,Tonnage,8/8/88,8/4/17,8/4/17,8/4/17,no,"(41.087752269, -73.80399838)"
Westchester,,100, Woods Road,Valhalla,10595,5640,Air Conditioning,EVAPCO,USS29-521,350,Tonnage,8/8/88,,,8/4/15,no,"(41.087752269, -73.80399838)"
New York,Manhattan,235,W 48 St,New York,10019,10424,Air Conditioning,Baltimore Air Coil,TI-642-PMCR,1026,BTU,8/12/88,6/2/17,5/31/17,6/2/17,no,"(40.760802873061145, -73.98606072247263)"
Suffolk,,190,7th Street,Bohemia,11716,4551,Air Conditioning,Marley,N/A,85,Tonnage,8/27/88,9/11/15,,,no,"(40.783040701, -73.138603607)"
Erie,,2375,South Park ave,Buffalo,14220,1250,Refrigeration,BAC,VXCN300M,213,Tonnage,9/1/88,8/14/17,8/14/17,7/17/17,no,"(42.83363246784212, -78.82549593219985)"
Niagara,,1,North Transit Road,Lockport,14094,1964,Refrigeration,B.A.C,VXT-85CR,,Tonnage,9/1/88,4/18/17,8/21/17,7/17/17,no,"(43.183907914, -78.697452399)"
Erie,,6225,Sheridan Dr,Buffalo,14221,4098,Air Conditioning,NIAGARA BLOWER,B11-158S,140,Tonnage,9/1/88,5/2/17,7/12/17,7/12/16,no,"(42.976027142, -78.70192905)"
Monroe,,250,East river road,Rochester,14623,4446,Air Conditioning,Baltimore aircoil,T1442-OMCR-1,200,Tonnage,9/1/88,4/10/17,9/1/17,9/1/17,no,"(43.113057648, -77.631304813)"
Monroe,,250,East river road,Rochester,14623,4447,Air Conditioning,Baltimore aircoil,T1442-omcr-2,200,Tonnage,9/1/88,4/10/17,9/1/17,9/1/17,no,"(43.113057648, -77.631304813)"
Monroe,,250,East river road,Rochester,14623,4479,Air Conditioning,Baltimore air coil,T1442-OMCR,200,Tonnage,9/1/88,4/10/17,9/1/17,9/1/17,no,"(43.113057648, -77.631304813)"
Onondaga,,100,Elwood Davis Rd,Syracuse,13212,5404,Air Conditioning,Evapco,LSHA - 58 C,150,Tonnage,9/1/88,7/10/17,7/10/17,7/10/17,no,"(43.095369654789096, -76.17335818270662)"
New York,Manhattan,60,Wall St,New York,10005,6483,Air Conditioning,Marley,223-952,2500,Tonnage,9/1/88,8/17/15,7/17/17,2/24/17,no,"(40.706031259503824, -74.00861307836475)"
New York,Manhattan,60,Wall St,New York,10005,6490,Air Conditioning,Marley,223-952,2500,Tonnage,9/1/88,8/17/15,7/17/17,2/24/17,no,"(40.706031259503824, -74.00861307836475)"
New York,Manhattan,60,Wall St,New York,10005,6494,Air Conditioning,Marley,223-952,2500,Tonnage,9/1/88,8/17/15,7/17/17,2/24/17,no,"(40.706031259503824, -74.00861307836475)"
New York,Manhattan,60,Wall St,New York,10005,6496,Air Conditioning,Marley,223-952,2500,Tonnage,9/1/88,8/17/15,7/17/17,2/24/17,no,"(40.706031259503824, -74.00861307836475)"
Onondaga,,500,Plum Street,Syracuse ,,6720,Air Conditioning,BAC,F-1443PM,300,Tonnage,9/1/88,,8/19/15,8/19/15,no,"(43.05538273, -76.158931019)"
